ranking	entry_name	numSpectra1	totalIntensity01	numSpectr02	totalIntensity02	numColumnsProteinObserved	numSpectraProteinObserved	protein_mw	species	numSpeciesPresentR1	numPepsUniqueSharedSpecies	numSpectraSharedSpecies	totalIntensitySharedSpecies	numPepsUniqueSpecies1	numSpectraSpecies1	totalIntensitySpecies1	numPepsUniqueSpecies2	accession_number	accession_numbers	coverage_map	coverage_maps	percentCoverage	percentCoverages	numPepsUnique	scoreUnique	scoresUnique	groupNum	subgroupNum
232	Tumor necrosis factor receptor superfamily member 21	3	2.15E+08	2	2.73E+08	2	5	73212.9	HUMAN	1	1	2	2.46E+08	3	3	2.41E+08	0	O75509	O75509|Q9EPU5	0+59+10+17+12+22+9+58+18+450	0+59+10+17+12+22+9+58+18+450|0+120+9+526	7.4	7.4|1.3	4	34.16	34.16|9.03	226	226.1
233	Carboxypeptidase Q	2	9.46E+07	2	1.46E+08	2	4	52114.9	HUMAN	1			0.00E+00	2	4	2.41E+08	0	Q9Y646	Q9Y646	0+66+11+119+9+267	0+66+11+119+9+267	4.2	4.2	2	22.05	22.05	284	284.1
234	C-type natriuretic peptide	2	8.05E+07	1	1.50E+08	2	3	13417.4	HUMAN	1			0.00E+00	2	3	2.31E+08	0	P23582	P23582	0+33+18+4+13+58	0+33+18+4+13+58	24.6	24.6	2	21.71	21.71	287	287.1
235	"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2"	3	1.59E+08	5	3.85E+08	2	8	66165.1	HUMAN	1	3	6	3.21E+08	1	2	2.23E+08	0	Q8TEU8	Q8TEU8|C9J6G4|Q7TQN3	0+290+7+132+11+28+25+83	0+290+7+132+11+28+25+83|0+197+7+132+11+28+25+83|0+285+7+132+11+40+13+83	7.4	7.4|8.9|5.4	4	36.33	36.33|36.33|22.81	217	217.1
236	Vimentin	6	1.36E+09	10	6.37E+08	2	16	53707.8	HUMAN	1	8	12	1.67E+09	1	2	2.21E+08	0	P08670	P08670|B0YJC4|P20152|B0YJC5|P17661|P31001|P41219-2|P41219|G3X981|P15331-2|G5E846|P15331|P15331-3	0+104+9+16+10+57+11+15+13+47+10+2+10+60+14+24+8+40+16	0+104+9+16+10+57+11+15+13+47+10+2+10+60+14+24+8+40+16|0+104+9+16+10+57+11+15+13+47+10+2+10+60+14+24+8+21|0+104+9+16+10+83+13+47+10+2+10+60+14+24+8+40+16|0+14+11+15+13+47+10+2+10+60+14+24+8|0+109+9+251+14+24+8+55|0+108+9+251+14+24+8+55|0+278+10+72+6+32+8+65|0+278+10+72+6+32+8+64|0+282+10+104+6+32+8+65|0+282+10+104+6+32+8+65|0+282+10+72+6+32+8+65|0+282+10+72+6+32+8+65|0+282+10+72+6+32+8+51	21.6	21.6|19.7|19.3|28.9|6.5|6.6|5|5.1|4.7|4.7|5|5|5.2	9	87.84	87.84|77.13|75.05|55.04|27.34|27.34|19.47|19.47|19.47|19.47|19.47|19.47|19.47	130	130.1
237	Sushi domain-containing protein 5	1	1.64E+08	2	5.36E+07	2	3	68818.7	HUMAN	1			0.00E+00	3	3	2.18E+08	0	O60279	O60279	0+64+12+27+9+5+37+475	0+64+12+27+9+5+37+475	9.2	9.2	3	30.54	30.54	239	239.1
238	Protein NOV homolog	4	2.15E+08	0	0.00E+00	1	4	41500.8	HUMAN	1			0.00E+00	4	4	2.15E+08	0	P48745	P48745	0+42+13+79+25+163+17+18	0+42+13+79+25+163+17+18	15.4	15.4	4	37.53	37.53	214	214.1
239	Neurexin-2	6	6.12E+08	7	3.66E+08	2	13	187089.6	HUMAN	1	9	12	7.82E+08	1	1	1.96E+08	0	Q9P2S2	Q9P2S2|G5E9G7|Q9P2S2-2|E9Q7X7|E9PUM9|E9PUN0|E9Q5N7	0+90+21+49+10+6+63+238+8+174+7+151+10+232+15+638	0+90+21+49+10+6+63+238+8+174+7+151+10+232+15+638|0+90+21+49+10+6+63+231+8+174+7+151+10+232+15+638|0+90+21+49+10+6+63+207+8+174+7+142+10+232+15+608|0+90+21+49+10+6+22+12+29+238+8+174+7+151+10+232+15+636|0+90+21+49+10+6+22+12+29+231+8+174+7+151+10+232+15+636|0+90+21+49+10+6+22+12+29+207+8+174+7+142+10+232+15+606|0+90+21+49+10+6+22+12+29+223+8+174+7+151+10+232+15+444	7.8	7.8|7.8|8.1|7.1|7.1|7.4|8.1	10	77.66	77.66|77.66|77.66|69.4|69.4|69.4|69.4	100	100.2
240	Interleukin-6 receptor subunit beta	3	9.09E+07	2	1.04E+08	2	5	104561.7	HUMAN	1			0.00E+00	4	5	1.94E+08	0	P40189	P40189|P40189-3|D6RH03|P40189-2|Q5FC05	0+68+8+205+17+47+7+43+8+515	0+68+8+205+17+47+7+43+8+515|0+68+8+205+17+47+7+43+8+454|0+68+8+205+17+35|0+68+8+205+17+31|0+115+17+71	4.3	4.3|4.6|7.5|7.5|8.3	4	27.71	27.71|27.71|11.82|11.82|6.5	252	252.1
241	Isoform 4a of Neurexin-3	10	8.11E+08	13	5.16E+08	2	23	155822.4	HUMAN	1	14	21	1.13E+09	1	2	1.93E+08	0	Q9Y4C0-4	Q9Y4C0-4|Q6P9K9|E9Q2X2|Q9Y4C0|Q6P9K9-2|Q9Y4C0-3|Q9HDB5-4|Q9HDB5-3|Q8C985|Q9HDB5|Q9HDB5-2|E9Q3Q4	0+173+7+72+8+30+9+166+9+60+13+63+7+142+10+27+14+121+19+13+10+28+15+90+10+6+19+71+12+37+13+118	0+173+7+72+8+30+9+166+9+60+13+63+7+142+10+27+14+121+19+13+10+28+15+90+10+6+19+71+12+37+13+118|0+254+8+30+9+166+9+60+13+63+7+151+10+27+14+121+19+13+10+28+15+90+10+6+19+71+12+37+13+286|0+254+8+30+9+166+9+60+13+63+7+142+10+27+14+121+19+13+10+28+15+90+10+6+19+71+12+37+13+115|0+173+7+74+8+30+9+166+9+60+13+63+7+151+10+27+14+121+19+13+10+28+15+90+10+6+19+90+13+388|0+94+9+60+13+63+7+151+10+27+14+121+19+13+10+28+15+99+10+6+19+71+12+37+13+179|0+94+9+60+13+63+7+151+10+27+14+121+19+13+10+28+15+90+10+6+19+90+13+179|0+112+10+6+19+71+12+37+13+179|0+112+10+6+19+71+12+37+13+116|0+110+10+6+19+71+12+37+13+289|0+112+10+6+19+90+13+387|0+112+10+6+19+90+13+182|0+110+10+6+19+90+13+182	12.5	12.5|10.6|12|9.9|13.7|13.1|11.7|13.6|9.5|6.5|9.7|9.7	15	121.78	121.78|115.51|115.51|114.82|95.61|88.65|32.12|32.12|32.12|25.16|25.16|25.16	100	100.1
242	Immunoglobulin superfamily containing leucine-rich repeat protein	2	3.06E+08	4	2.98E+08	2	6	46624	HUMAN	1	3	3	4.10E+08	3	3	1.93E+08	0	O14498	O14498|Q6GU68	0+28+11+22+10+57+11+10+8+35+25+73+13+125	0+28+11+22+10+57+11+10+8+35+25+73+13+125|0+28+11+22+10+78+8+271	18.2	18.2|6.7	6	54.83	54.83|26.76	174	174.1
243	Oligodendrocyte-myelin glycoprotein	4	7.07E+08	5	7.70E+08	2	9	50063.5	HUMAN	1	4	7	1.29E+09	2	2	1.86E+08	0	P23515	P23515|G3XA53|Q63912	0+81+18+17+16+25+11+78+16+178	0+81+18+17+16+25+11+78+16+178|0+84+8+27+16+25+11+272|0+81+8+27+16+25+11+272	13.8	13.8|7.9|7.9	6	46.1	46.1|29.36|29.36	195	195.1
244	Epsilon-sarcoglycan	1	7.60E+07	2	1.12E+08	2	3	53946.7	HUMAN	1	1	1	3.31E+06	1	2	1.85E+08	0	B7Z2R4	B7Z2R4|O43556-4|O43556-3|O43556|C9JR67|O70258-2|E9PX46|O70258|F8WGM3|D3Z572|E9PEH6	0+84+16+146+9+216	0+84+16+146+9+216|0+48+16+146+9+243|0+48+16+146+9+232|0+48+16+146+9+218|0+48+16+146+9+209|0+84+16+373|0+48+16+379|0+48+16+373|0+48+16+370|0+48+16+364|0+169+9+218	5.3	5.3|5.4|5.5|5.7|5.8|3.3|3.6|3.6|3.6|3.7|2.2	2	22.77	22.77|22.77|22.77|22.77|22.77|14.79|14.79|14.79|14.79|14.79|7.98	280	280.1
245	Ribonuclease 4	3	1.02E+08	3	1.24E+08	2	6	17296.6	HUMAN	1	1	2	5.16E+07	1	4	1.75E+08	0	P34096	P34096|Q8C7E4|Q9JJH1	0+38+13+18+13+65	0+38+13+18+13+65|0+70+13+65|0+70+13+65	17.6	17.6|8.7|8.7	2	25.33	25.33|14.54|14.54	265	265.1
246	Triosephosphate isomerase	1	8.13E+07	5	3.34E+08	2	6	31075.7	HUMAN	1	3	3	2.48E+08	2	3	1.67E+08	0	P60174	P60174|P60174-1|P60174-4|P17751|H7BXC3	0+55+15+67+13+62+13+6+12+13+29+1	0+55+15+67+13+62+13+6+12+13+29+1|0+18+15+67+13+62+13+6+12+13+29+1|0+18+13+62+13+6+12+13+29+1|0+150+13+62+13+31+29+1|0+18+13+62+13+31+29+1	28.6	28.6|32.9|40.1|18.3|32.9	5	43.11	43.11|43.11|33.55|22.38|22.38	202	202.1
247	Neural cell adhesion molecule L1	1	1.04E+07	2	1.63E+08	2	3	140970.1	HUMAN	1	1	1	1.19E+07	2	2	1.62E+08	0	P32004	P32004|P32004-2|P32004-3|P11627|Q6PGJ3|A2AFG8|A2AFG7	0+568+7+42+15+46+10+569	0+568+7+42+15+46+10+569|0+568+7+42+15+46+10+565|0+563+7+42+15+46+10+565|0+677+10+573|0+677+10+572|0+677+10+568|0+672+10+568	2.5	2.5|2.5|2.5|0.7|0.7|0.7|0.8	3	21.37	21.37|21.37|21.37|7.34|7.34|7.34|7.34	288	288.1
248	Protocadherin Fat 2	2	6.48E+07	4	8.95E+07	2	6	482389.4	HUMAN	1			0.00E+00	5	6	1.54E+08	0	Q9NYQ8	Q9NYQ8	0+124+9+1647+23+650+9+110+14+45+13+1705	0+124+9+1647+23+650+9+110+14+45+13+1705	1.5	1.5	5	29.85	29.85	242	242.1
249	L-lactate dehydrogenase B chain	9	1.35E+09	8	1.38E+09	2	17	36923.1	HUMAN	1	9	16	2.58E+09	1	1	1.47E+08	0	P07195	P07195|P16125|Q6ZMR3|P07864|F5H245|G3XAP5|F5H155|F5H5G7	0+43+17+31+9+7+6+6+8+31+12+2+6+55+11+55+9+11+10+5	0+43+17+31+9+7+6+6+8+31+12+2+6+55+11+55+9+11+10+5|0+43+17+31+9+7+6+6+8+31+12+2+6+121+9+11+10+5|0+157+12+163|0+157+12+163|0+143+12+163|0+157+12+72|0+157+12+56|0+99+12+72	26.3	26.3|23|3.6|3.6|3.7|4.9|5.3|6.5	10	96.26	96.26|87.27|14.56|14.56|14.56|14.56|14.56|14.56	115	115.1
250	Ig heavy chain V-III region GAL	2	1.31E+08	1	1.52E+07	2	3	12848	HUMAN	1			0.00E+00	2	3	1.46E+08	0	P01781	P01781	0+43+9+24+11+29	0+43+9+24+11+29	17.2	17.2	2	20.48	20.48	296	296.1
251	Testican-1	3	2.54E+08	3	1.18E+08	2	6	50549.7	HUMAN	1	2	4	2.32E+08	2	2	1.40E+08	0	Q08629	Q08629|Q62288|Q8BKQ3	0+67+21+47+23+12+20+137+9+103	0+67+21+47+23+12+20+137+9+103|0+70+21+239+9+103|0+67+21+239+9+103	16.6	16.6|6.7|6.8	4	36.24	36.24|16.23|16.23	218	218.1
252	Vesicular integral-membrane protein VIP36	3	2.23E+08	2	1.22E+08	2	5	40570.3	HUMAN	1	2	3	2.08E+08	2	2	1.36E+08	0	Q12907	Q12907|D6RBV2|Q9DBH5	0+89+6+112+11+28+45+65	0+89+6+112+11+28+45+65|0+89+6+112+11+28+45+34|0+91+6+112+11+138	17.4	17.4|19|4.7	4	35.29	35.29|35.29|15.41	221	221.1
253	CD5 antigen-like	2	1.48E+07	3	1.09E+08	2	5	39627.6	HUMAN	1			0.00E+00	4	5	1.24E+08	0	O43866	O43866	0+25+7+31+22+160+11+6+21+64	0+25+7+31+22+160+11+6+21+64	17.5	17.5	4	33.36	33.36	228	228.1
254	Isoform 2 of Transmembrane protein 132A	4	1.50E+08	2	4.61E+07	2	6	111164.8	HUMAN	1	2	4	7.56E+07	2	2	1.20E+08	0	Q24JP5-2	Q24JP5-2|Q24JP5|Q24JP5-4|Q922P8|D3Z4S6	0+405+20+63+23+94+10+409	0+405+20+63+23+94+10+409|0+404+20+63+23+94+10+409|0+155+20+63+23+94+10+409|0+483+11+105+10+409|0+483+11+105+10+78	5.1	5.1|5.1|6.8|2|3	4	37.63	37.63|37.63|37.63|20.45|20.45	213	213.1
255	Fructose-bisphosphate aldolase C	4	3.78E+08	7	4.43E+08	2	11	39854.5	HUMAN	1	4	7	7.10E+08	3	4	1.11E+08	0	P09972	P09972|A8MVZ9|P05063	0+43+14+44+7+3+23+5+8+10+16+35+7+28+15+106	0+43+14+44+7+3+23+5+8+10+16+35+7+28+15+106|0+43+14+44+7+3+23+5+8+10+16+42+15+106|0+43+14+82+8+10+16+35+7+148	24.7	24.7|24.7|12.3	7	72.29	72.29|62.81|42.04	144	144.1
256	Isoform 2 of Insulin-like growth factor-binding protein complex acid labile subunit	4	6.91E+07	4	3.77E+07	2	8	71033.2	HUMAN	1			0.00E+00	6	8	1.07E+08	0	P35858-2	P35858-2|P35858	0+243+16+30+15+11+16+3+12+151+8+81+12+45	0+243+16+30+15+11+16+3+12+151+8+81+12+45|0+205+16+30+15+11+16+3+12+151+8+81+12+45	12.2	12.2|13	6	49.77	49.77|49.77	186	186.1
257	Low affinity immunoglobulin gamma Fc region receptor III-A	1	9.99E+06	2	9.73E+07	2	3	33146.3	HUMAN	1			0.00E+00	2	3	1.07E+08	0	M9MML0	M9MML0|E9PG94|P08637|M9MML6|O75015	0+61+11+79+12+127	0+61+11+79+12+127|0+60+11+79+12+127|0+25+11+79+12+127|0+151+12+106|0+115+12+106	7.9	7.9|7.9|9|4.4|5.1	2	21.15	21.15|21.15|21.15|11.21|11.21	290	290.1
258	Protein lifeguard 2	2	4.30E+07	2	6.26E+07	2	4	35451.4	HUMAN	1			0.00E+00	2	4	1.06E+08	0	Q9BWQ8	Q9BWQ8|F8VZI9	0+11+14+1+22+268	0+11+14+1+22+268|0+11+14+1+22+160	11.3	11.3|17.3	2	22.62	22.62|22.62	282	282.1
259	Contactin-associated protein-like 4	2	2.03E+07	3	9.34E+07	2	5	147612.2	HUMAN	1	1	1	9.18E+06	2	4	1.04E+08	0	E9PDN6	E9PDN6|Q9C0A0|F5H107|Q9C0A0-2|D3YWB9|Q99P47	0+159+9+75+11+696+12+349	0+159+9+75+11+696+12+349|0+156+9+75+11+696+12+349|0+155+9+75+11+648+12+349|0+131+9+75+11+648+12+349|0+158+9+1143|0+158+9+1143	2.4	2.4|2.4|2.5|2.5|0.6|0.6	3	23.7	23.7|23.7|23.7|23.7|5.97|5.97	273	273.1
260	Ig kappa chain V-I region EU	2	5.70E+07	1	4.71E+07	2	3	11902.1	HUMAN	1			0.00E+00	2	3	1.04E+08	0	P01598	P01598|P01596	1+18+32+11+47	1+18+32+11+47|1+18+89	25.9	25.9|15.8	2	20.42	20.42|11.73	298	298.1
261	Neuronal pentraxin receptor	5	1.19E+09	7	2.13E+09	2	12	53301.7	HUMAN	1	4	8	3.22E+09	2	4	1.01E+08	0	O95502	O95502|Q99J85|F7BX42|F8VQB8|E9PZM8	0+134+9+17+7+67+17+26+18+33+47+125	0+134+9+17+7+67+17+26+18+33+47+125|0+129+9+17+7+108+18+71+9+125|0+129+9+17+7+108+18+71+9+125|0+246+18+71+9+125|0+149+18+71+9+125	19.6	19.6|8.7|8.7|5.7|7.2	6	58.94	58.94|34.23|34.23|21.74|21.74	166	166.1
262	Vasorin	2	3.83E+07	2	6.26E+07	2	4	72795.4	HUMAN	1			0.00E+00	4	4	1.01E+08	0	Q6EMK4	Q6EMK4	0+170+44+248+15+5+10+181	0+170+44+248+15+5+10+181	10.2	10.2	4	39.07	39.07	207	207.1
263	Carboxypeptidase N subunit 2	1	6.21E+07	4	3.50E+07	2	5	61411.3	HUMAN	1			0.00E+00	3	5	9.72E+07	0	P22792	P22792	0+172+43+101+18+211	0+172+43+101+18+211	11.1	11.1	3	33.2	33.2	229	229.1
264	Isoform 5 of Cell growth regulator with EF hand domain protein 1	2	6.60E+07	2	4.50E+06	2	4	47405.6	HUMAN	1			0.00E+00	3	4	9.41E+07	0	Q99674-5	Q99674-5|Q99674-4|Q99674|Q99674-2	0+144+34+92+20+88+17+45	0+144+34+92+20+88+17+45|0+22+34+92+20+88+17+45|0+22+34+92+20+71+17+45|0+22+34+76	16.1	16.1|22.3|23.5|25.7	3	47.84	47.84|47.84|47.84|17.05	192	192.1
265	SPARC	5	5.65E+08	9	1.27E+09	2	14	35487.3	HUMAN	1	5	10	1.75E+09	2	4	8.56E+07	0	P09486	P09486|P07214|Q5NCU4	0+117+19+14+16+6+19+14+13+38+12+35	0+117+19+14+16+6+19+14+13+38+12+35|0+116+19+36+9+24+13+38+12+35|0+115+19+36+9+24+13+38+12+35	26	26|17.5|17.6	7	69.4	69.4|49.46|49.46	148	148.1
266	RGM domain family member B	1	6.31E+07	1	2.24E+07	2	2	52950.8	HUMAN	1			0.00E+00	2	2	8.55E+07	0	J3KNF6	J3KNF6|Q6NW40	0+362+40+76	0+362+40+76|0+321+40+76	8.3	8.3|9.1	2	21.01	21.01|21.01	292	292.1
267	Golgi integral membrane protein 4	0	0.00E+00	4	8.22E+07	1	4	81935.9	HUMAN	1	1	1	1.62E+06	3	3	8.06E+07	0	O00461	O00461|F8W785|D3YVW2|Q8BXA1	0+415+23+70+19+5+10+154	0+415+23+70+19+5+10+154|0+387+23+70+19+5+10+154|0+419+10+254|0+391+10+254	7.4	7.4|7.7|1.4|1.5	4	26.72	26.72|26.72|5.22|5.22	258	258.1
268	Receptor-type tyrosine-protein phosphatase gamma	4	9.27E+07	2	7.52E+07	2	6	163141.6	HUMAN	1	4	4	9.44E+07	2	2	7.34E+07	0	P23470	P23470|P23470-2|F8VQD7|Q05909|D6RD11	0+122+7+80+13+7+10+32+26+6+8+96+15+1023	0+122+7+80+13+7+10+32+26+6+8+96+15+1023|0+122+7+80+13+7+10+32+26+6+8+96+15+994|0+122+7+80+13+49+26+110+15+1020|0+122+7+80+13+49+26+110+15+1020|0+122+7+80+13+38	5.4	5.4|5.5|4.2|4.2|7.6	6	55.42	55.42|55.42|41.09|41.09|18.15	173	173.1
269	V-type proton ATPase subunit S1	3	1.84E+08	5	6.96E+08	2	8	52196	HUMAN	1	4	7	8.10E+08	1	1	7.00E+07	0	Q15904	Q15904|Q9R1Q9|Q3TKX1|F2Z3L8	0+87+25+39+14+15+31+259	0+87+25+39+14+15+31+259|0+81+25+68+31+258|0+81+25+68+31+210|0+87+9+38	14.8	14.8|12|13.4|6.7	5	49.05	49.05|44.2|44.2|11.21	188	188.1
270	Leucine-rich repeat-containing protein 4B	4	1.13E+08	6	6.85E+08	2	10	77345.3	HUMAN	1	5	7	7.34E+08	2	3	6.37E+07	0	Q9NT99	Q9NT99|P0C192	0+75+27+43+14+26+8+47+16+21+25+37+8+366	0+75+27+43+14+26+8+47+16+21+25+37+8+366|0+147+14+26+8+47+16+21+25+37+8+360	13.7	13.7|10	7	59.62	59.62|44.31	165	165.1
271	Isoform 2 of Fructose-bisphosphate aldolase A	8	7.77E+08	8	7.08E+08	2	16	45716.3	HUMAN	1	9	14	1.43E+09	1	2	5.88E+07	0	P04075-2	P04075-2|J3KPS3|P04075|H3BQN4|P00883|A6ZI44|P05064|A6ZI46|Q9CPQ9|A6ZI47	0+82+14+1+14+30+12+12+23+5+8+6+20+35+7+28+15+64+9+33	0+82+14+1+14+30+12+12+23+5+8+6+20+35+7+28+15+64+9+33|0+28+14+1+14+30+12+12+23+5+8+6+20+39+7+28+15+64+9+33|0+28+14+1+14+30+12+12+23+5+8+6+20+35+7+28+15+64+9+33|0+28+14+1+14+30+12+12+23+5+8+6+20+35+7+28+15+64+9+30|0+28+14+1+14+30+12+12+23+5+8+6+20+35+7+107+9+33|0+82+14+1+14+30+12+12+23+5+8+6+20+35+7+149|0+28+14+1+14+30+12+12+23+5+8+6+20+35+7+149|0+98+14+30+12+12+23+5+8+61+7+149|0+43+14+30+12+12+23+5+8+61+7+149|0+28+14+1+14+151+7+149	29.1	29.1|33.1|33.5|33.7|29.3|23.4|26.9|15.2|17.5|9.6	10	94.89	94.89|94.89|94.89|94.89|87.29|74.91|74.91|53.06|53.06|31.83	118	118.1
272	Fetuin-B	2	4.00E+07	2	1.81E+07	2	4	42910	HUMAN	1			0.00E+00	4	4	5.81E+07	0	Q9UGM5	Q9UGM5|Q9UGM5-2|E9PG08	0+107+21+18+31+41+20+144	0+107+21+18+31+41+20+144|0+81+10+18+31+41+20+144|0+81+31+41+20+144	18.8	18.8|17.6|16	4	36.11	36.11|30.41|22.85	220	220.1
273	Alpha-mannosidase 2x	1	1.47E+08	2	5.47E+07	2	3	131220.8	HUMAN	1	2	2	1.51E+08	1	1	5.11E+07	0	P49641	P49641|H0YNG5|P49641-1|P49641-2|Q8BRK9|Q8BRK9-2	0+399+9+7+13+382+18+322	0+399+9+7+13+382+18+322|0+399+9+7+13+382+18+110|0+399+9+7+13+711|0+399+9+7+13+368|0+399+9+7+13+724|0+399+9+7+13+399	3.4	3.4|4.2|1.9|2.7|1.9|2.6	3	24.85	24.85|24.85|16.16|16.16|16.16|16.16	268	268.1
274	Alpha-enolase	1	2.25E+07	2	5.12E+07	2	3	47510.4	HUMAN	1	2	2	2.33E+07	1	1	5.05E+07	0	P06733	P06733|P06733-2|P17182|Q6PHC1|P13929|P13929-2|P13929-3|F5H0C8|P21550|D3Z6E4	0+32+18+152+19+48+12+153	0+32+18+152+19+48+12+153|0+109+19+48+12+153|0+32+18+152+19+213|0+134+19+213|0+32+18+384|0+32+18+356|0+32+18+341|0+32+18+265|0+32+18+384|0+32+18+265	11.2	11.2|9|8.5|5.1|4.1|4.4|4.6|5.7|4.1|5.7	3	29.23	29.23|24.09|17.59|12.45|5.14|5.14|5.14|5.14|5.14|5.14	245	245.1
275	Intercellular adhesion molecule 5	2	3.24E+07	1	1.79E+07	2	3	98826.2	HUMAN	1			0.00E+00	2	3	5.02E+07	0	Q9UMF0	Q9UMF0	0+528+13+152+8+223	0+528+13+152+8+223	2.2	2.2	2	21.14	21.14	291	291.1
276	Latent-transforming growth factor beta-binding protein 2	2	4.03E+07	2	3.14E+07	2	4	204176.9	HUMAN	1	1	2	2.17E+07	2	2	4.99E+07	0	Q14767	Q14767|G3V3X5|G3V511|O08999|E9QNQ3|Q0VD84|E9Q1D6	0+248+11+705+11+72+11+763	0+248+11+705+11+72+11+763|0+248+11+705+11+72+11+719|0+248+11+705+11+72+11+711|0+955+11+847|0+952+11+846|0+929+11+846|0+909+11+846	1.8	1.8|1.8|1.8|0.6|0.6|0.6|0.6	3	24.64	24.64|24.64|24.64|9.49|9.49|9.49|9.49	269	269.1
277	Multiple inositol polyphosphate phosphatase 1	2	1.33E+07	2	3.32E+07	2	4	55677.8	HUMAN	1			0.00E+00	2	4	4.65E+07	0	Q9UNW1	Q9UNW1|Q9UNW1-2|Q9UNW1-3|Q9UNW1-4	0+160+11+163+15+138	0+160+11+163+15+138|0+160+11+141|0+160+11+113|0+133+15+138	5.3	5.3|3.5|3.8|5.2	2	20.11	20.11|13.67|13.67|6.44	299	299.1
278	Endonuclease domain-containing 1 protein	1	1.38E+07	3	3.23E+07	2	4	55757.3	HUMAN	1			0.00E+00	3	4	4.61E+07	0	O94919	O94919	0+127+14+32+11+97+13+206	0+127+14+32+11+97+13+206	7.6	7.6	3	28.29	28.29	248	248.1
279	Cadherin-11	1	2.03E+07	2	3.83E+07	2	3	88420.1	HUMAN	1	1	1	1.58E+07	1	2	4.28E+07	0	P55287	P55287|P55287-2|H3BUU9|P55288	0+28+13+388+12+355	0+28+13+388+12+355|0+28+13+388+12+252|0+303+12+355|0+429+12+355	3.1	3.1|3.6|1.7|1.5	2	20.48	20.48|20.48|11.43|11.43	297	297.1
280	Creatine kinase M-type	2	1.85E+07	3	5.28E+07	2	5	43328.6	HUMAN	1	2	4	2.97E+07	1	1	4.16E+07	0	P06732	P06732|P07310	0+116+14+52+27+14+13+145	0+116+14+52+27+14+13+145|0+116+14+93+13+145	14.1	14.1|7	3	32.18	32.18|18.46	233	233.1
281	Isoform 2 of Cell adhesion molecule 3	5	4.03E+08	4	5.15E+08	2	9	47476.5	HUMAN	1	3	6	8.78E+08	2	3	4.06E+07	0	Q8N126-2	Q8N126-2|Q8N126|Q8N126-3|K4DI58|Q99N28	0+87+22+46+18+27+12+48+19+4+8+141	0+87+22+46+18+27+12+48+19+4+8+141|0+53+22+46+18+27+12+48+19+4+8+141|0+53+22+46+18+27+12+25+8+141|0+85+22+46+18+110+8+141|0+51+22+46+18+110+8+141	18.2	18.2|19.8|17|11.1|12.1	5	56.37	56.37|56.37|45.62|37.83|37.83	169	169.1
282	"Keratin, type I cytoskeletal 14"	3	3.00E+08	4	2.79E+08	2	7	51902.9	HUMAN	1	3	4	5.48E+08	2	3	3.11E+07	0	P02533	P02533|Q6IFX2|F5GWP8|P08779|P19012|Q04695|P08727|Q61781|B1AQ77|Q61414|Q9QWL7|P19001|A8MT21|P19012-2	0+41+15+138+7+22+9+68+9+108+22+33	0+41+15+138+7+22+9+68+9+108+22+33|0+173+7+22+9+68+9+164|0+322+7+22+9+231|0+196+7+22+9+239|0+185+7+22+9+233|0+163+7+22+9+231|0+159+7+22+9+203|0+200+7+22+9+246|0+178+7+22+9+240|0+178+7+22+9+236|0+163+7+22+9+232|0+162+7+22+9+203|0+49+9+233|0+49+9+193	13.1	13.1|5.5|2.7|3.3|3.5|3.7|4|3.3|3.5|3.5|3.6|3.9|3|3.5	5	41.4	41.4|19.15|11.97|11.97|11.97|11.97|11.97|11.97|11.97|11.97|11.97|11.97|5.48|5.48	203	203.1
283	Neogenin	4	3.15E+09	4	2.86E+09	2	8	160755.3	HUMAN	1	4	7	5.98E+09	1	1	3.02E+07	0	Q92859	Q92859|Q92859-4|Q92859-2|Q92859-3|P97798|E9QK04|P97798-4|P97798-3|P97798-2|P97798-5	0+48+18+22+30+273+11+41+10+1008	0+48+18+22+30+273+11+41+10+1008|0+48+18+22+30+273+11+41+10+997|0+48+18+22+30+273+11+41+10+955|0+48+18+22+30+273+11+41+10+955|0+59+18+35+17+273+11+61+10+1009|0+59+18+35+17+273+11+61+10+1008|0+59+18+35+17+273+11+61+10+998|0+59+18+35+17+273+11+61+10+993|0+59+18+35+17+273+11+41+10+1009|0+59+18+35+17+273+11+61+10+956	4.7	4.7|4.7|4.9|4.9|3.7|3.7|3.7|3.7|3.8|3.8	5	49.65	49.65|49.65|49.65|49.65|44.25|44.25|44.25|44.25|44.25|44.25	187	187.1
284	V-set and transmembrane domain-containing protein 2B	4	1.16E+08	3	9.22E+07	2	7	30410.8	HUMAN	1	3	6	1.84E+08	1	1	2.49E+07	0	A6NLU5	A6NLU5|Q9JME9	0+73+14+15+9+17+13+32+17+95	0+73+14+15+9+17+13+32+17+95|0+73+14+15+9+17+13+144	18.5	18.5|12.6	4	44.22	44.22|30.75	198	198.1
285	Metalloproteinase inhibitor 2	1	4.45E+08	5	7.93E+08	2	6	25083.5	HUMAN	1	4	5	1.21E+09	1	1	2.34E+07	0	P16035	P16035|Q6PI17|P25785|B4DFW2|K7EIX4	0+53+21+47+20+48+6+10+15	0+53+21+47+20+48+6+10+15|0+53+21+115+6+10+15|0+53+21+115+6+10+15|0+44+20+48+6+10+15|0+44+20+45	28.1	28.1|19|19|28.6|18.3	5	37.5	37.5|26.13|26.13|21.57|11.37	215	215.1
